Handle,ObjType,Content,Layer,Extra
AF2217,BlockReference,"FDI",L-MON,5.000000000000025
AF2221,BlockReference,"FDI",L-MON,5.000000000000025
AF2226,BlockReference,"FDI",L-MON,5.000000000000025
AF222B,BlockReference,"FDI",L-MON,5.000000000000025
AF2230,BlockReference,"FDI",L-MON,5.000000000000025
AF2249,BlockReference,"WC",L-MON,5.000000000000025
AF224E,BlockReference,"WC",L-MON,5.000000000000025
AF2253,BlockReference,"WC",L-MON,5.000000000000025
AF2258,BlockReference,"WC",L-MON,5.000000000000025
AF5D1B,AlignedDimension,"Alliance  P/L R/W  012 4450",F-RW-T,Compass 5 000
AF5D4B,AlignedDimension,"30.18 Road  3479 HW",L-TITLEDB-T,Compass 5 000
AF9435,MText,"L.S. 1",L-SECTION-LSD,9.997172600000043
AF9436,MText,"L.S. 2",L-SECTION-LSD,9.997172600000043
AF9438,MText,"L.S. 8",L-SECTION-LSD,9.997172600000043
AF9439,MText,"L.S. 7",L-SECTION-LSD,9.997172600000043
AF943C,BlockReference,"L-SECLBL",L-SECLBL,0.99971726
AF9F01,AlignedDimension,"CNRL  A/R",C-AR-T,Compass 5 000
AF9F25,MText,"CNRL 6-28",C-WS-T,9.997172600000043
AF9F2E,AlignedDimension,"CNRL  P/L R/W  062 4342",C-RW-T,Compass 5 000
AFA6D0,AlignedDimension,"Ovintiv  P/L R/W  112 1512",F-RW-T,Compass 5 000
AFA6F8,MText,"Buried Telus Cable",AS-TELEPHONE-T,9.997172600000043
AFA6F9,MText,"ATCO O/H Power Line",AS-POWER-T,9.997172600000043
AFA6FA,MText,"Buried Telus Cable",AS-TELEPHONE-T,9.997172600000043
AFA6FD,MText,"Approximate Location of ATCO Natural Gas Distribution Customer Correspondence",AS-PIPE-UG-T,9.997172600000043
AFAE85,DBText,"(High Grade Gravel)",T-TEXT,9.997172600000043
AFAE86,DBText,"Government Road Allowance",L-ROAD-T,9.997172600000043
AFAE95,DBText,"(Paved)",T-TEXT,9.997172600000042
AFAE96,DBText,"Secondary Hwy. 724",L-ROAD-T,9.997172600000042
AFAE9F,MText,"Fd.I. Mp. R18",L-MON,9.997172600000043
AFB621,DBText,"181°44.45"",L-BD,9.997172600000043
AFC540,DBText,"91°51'05''",L-BD,9.997172600000043
B00C31,MText,"SEE PAD SITE DETAIL",L-DETAIL-T,15.995476160000072
B00C33,MText,"SEE DRILL PLAN",L-DETAIL-T,15.995476160000072
B02389,MText,"Fd.I. c.s. R17",L-MON,9.997172600000036
B02B4B,MText,"Fd.I. c.s.",L-MON,9.997172600000036
B02B75,DBText,"Cultivation",T-TEXT,10.000000000000036
B02B76,DBText,"Cultivation",T-TEXT,10.000000000000036
B02B77,DBText,"Cultivation",T-TEXT,10.000000000000036
B02B78,DBText,"Cultivation",T-TEXT,10.000000000000036
B063BC,BlockReference,"L-SECLBL",L-SECLBL,0.99971726
B07124,BlockReference,"plbh",L-MON,4.998586300000015
B07127,BlockReference,"plbh",L-MON,4.998586300000015
B077D6,BlockReference,"plbh",L-MON,4.998586300000015
B07E8D,BlockReference,"plbh",L-MON,4.998586300000015
B07E91,BlockReference,"plbh",L-MON,4.998586300000015
B07E92,BlockReference,"plbh",L-MON,4.998586300000015
B07E95,BlockReference,"plbh",L-MON,4.998586300000015
B07E98,BlockReference,"plbh",L-MON,4.998586300000015
B08558,BlockReference,"L-SECLBL",L-SECLBL,0.99971726
B0855E,BlockReference,"L-SECLBL",L-SECLBL,0.99971726
B08E42,BlockReference,"GABD",ABADATA-DRILL-T,5.000000000000014
B08E44,MText,"16-28 (Abd.)",ABADATA-DRILL-T,10.000000000000028
B08E45,MText,"Advantage 102/16-28(HZ)",ABADATA-DRILL-T,10.000000000000028
B08E47,MText,"Highwood 14-26",ABADATA-DRILL-T,10.000000000000028
B094F5,BlockReference,"GAS",ABADATA-DRILL-T,5.000000000000014
B094F6,MText,"CNRL 10-26",ABADATA-DRILL-T,10.000000000000028
B094F7,BlockReference,"GAS",ABADATA-DRILL-T,5.000000000000014
B094F8,MText,"CNRL 10-25",ABADATA-DRILL-T,10.000000000000028
B094F9,BlockReference,"GAS",ABADATA-DRILL-T,5.000000000000014
B094FA,BlockReference,"GAS",C-WS-S,5.000000000000014
B095FA,BlockReference,"*U32",AS-OWNER,0.99971726
B0963B,BlockReference,"*U32",AS-OWNER,0.99971726
B0964F,BlockReference,"*U32",AS-OWNER,0.99971726
B09663,BlockReference,"*U32",AS-OWNER,0.99971726
B0C0AE,BlockReference,"*U30",AS-OWNER,0.9997172599999999
B0C0C2,BlockReference,"*U33",AS-OWNER,0.9997172599999999
B0C0D6,BlockReference,"*U31",AS-OWNER,0.9997172599999999
B0C0EA,BlockReference,"*U31",AS-OWNER,0.9997172599999999
B0D36F,MText,"Fd.I. c.s.",L-MON,9.997172600000036
B0F275,BlockReference,"*U34",DETAIL-T,0.99971726
B0F29A,BlockReference,"*U35",P-CROSSINGS,0.99971726
